page,json_path,classification,finding
https://www.805shutters.com/shutters/ventura/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shutters/ventura/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shutters/ventura/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shutters/ventura/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/ventura/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/ventura/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shades/ventura-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shades/ventura-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shades/ventura-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shades/ventura-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/blinds/ventura-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/blinds/ventura-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/blinds/ventura-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/blinds/ventura-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/drapery/ventura-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/drapery/ventura-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/drapery/ventura-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/drapery/ventura-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/window-coverings/ventura-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/window-coverings/ventura-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-coverings/ventura-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/window-coverings/ventura-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/window-treatments/ventura-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/window-treatments/ventura-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatments/ventura-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatments/ventura-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shutters/westlake-village/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shutters/westlake-village/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/westlake-village/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/westlake-village/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shades/westlake-village-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shades/westlake-village-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shades/westlake-village-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shades/westlake-village-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/blinds/westlake-village-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/blinds/westlake-village-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
